lsoa,local-authority-code
E01006811,SHN
E01006810,SHN
E01006814,SHN
E01006812,SHN
E01006816,SHN
E01006819,SHN
E01006821,SHN
E01006820,SHN
E01006817,SHN
E01006818,SHN
E01006826,SHN
E01006828,SHN
E01006827,SHN
E01006825,SHN
E01006823,SHN
E01006824,SHN
E01006822,SHN
E01006833,SHN
E01006832,SHN
E01006829,SHN
E01006834,SHN
E01006835,SHN
E01006831,SHN
E01006830,SHN
E01006841,SHN
E01006836,SHN
E01006840,SHN
E01006842,SHN
E01006843,SHN
E01006839,SHN
E01006838,SHN
E01006837,SHN
E01006844,SHN
E01006847,SHN
E01006848,SHN
E01006845,SHN
E01006846,SHN
E01006849,SHN
E01006850,SHN
E01006852,SHN
E01006851,SHN
E01006853,SHN
E01006854,SHN
E01006855,SHN
E01006857,SHN
E01006861,SHN
E01006862,SHN
E01006859,SHN
E01006858,SHN
E01006860,SHN
E01006856,SHN
E01006864,SHN
E01006863,SHN
E01006868,SHN
E01006867,SHN
E01006869,SHN
E01006865,SHN
E01006866,SHN
E01006872,SHN
E01006871,SHN
E01006874,SHN
E01006875,SHN
E01006873,SHN
E01006870,SHN
E01006877,SHN
E01006880,SHN
E01006881,SHN
E01006876,SHN
E01006879,SHN
E01006878,SHN
E01006887,SHN
E01006885,SHN
E01006883,SHN
E01006884,SHN
E01006882,SHN
E01006886,SHN
E01006895,SHN
E01006889,SHN
E01006891,SHN
E01006893,SHN
E01006894,SHN
E01006888,SHN
E01006892,SHN
E01006890,SHN
E01006896,SHN
E01006899,SHN
E01006901,SHN
E01006897,SHN
E01006900,SHN
E01006898,SHN
E01006904,SHN
E01006905,SHN
E01006907,SHN
E01032904,SHN
E01006906,SHN
E01006903,SHN
E01006911,SHN
E01006908,SHN
E01006910,SHN
E01006909,SHN
E01006912,SHN
E01006913,SHN
E01006915,SHN
E01006916,SHN
E01006917,SHN
E01006918,SHN
E01006919,SHN
E01006914,SHN
E01006922,SFT
E01006920,SFT
E01006923,SFT
E01006924,SFT
E01006926,SFT
E01006925,SFT
E01006927,SFT
E01006921,SFT
E01006930,SFT
E01006931,SFT
E01006933,SFT
E01006932,SFT
E01006934,SFT
E01006935,SFT
E01006928,SFT
E01006929,SFT
E01006941,SFT
E01006938,SFT
E01006943,SFT
E01006937,SFT
E01006936,SFT
E01006939,SFT
E01006940,SFT
E01006942,SFT
E01006948,SFT
E01006950,SFT
E01006944,SFT
E01006945,SFT
E01006946,SFT
E01006947,SFT
E01006949,SFT
E01006951,SFT
E01006955,SFT
E01006954,SFT
E01006958,SFT
E01006956,SFT
E01006959,SFT
E01006957,SFT
E01006952,SFT
E01006953,SFT
E01006967,SFT
E01006961,SFT
E01006963,SFT
E01006966,SFT
E01006964,SFT
E01006965,SFT
E01006962,SFT
E01006960,SFT
E01033094,SFT
E01006968,SFT
E01006969,SFT
E01006971,SFT
E01006970,SFT
E01006973,SFT
E01006974,SFT
E01033097,SFT
E01006972,SFT
E01006980,SFT
E01006982,SFT
E01006981,SFT
E01006984,SFT
E01006978,SFT
E01006977,SFT
E01006983,SFT
E01006976,SFT
E01006979,SFT
E01006993,SFT
E01006987,SFT
E01006988,SFT
E01006985,SFT
E01006989,SFT
E01006990,SFT
E01006991,SFT
E01006992,SFT
E01006986,SFT
E01006996,SFT
E01006995,SFT
E01007000,SFT
E01006999,SFT
E01007001,SFT
E01007002,SFT
E01006994,SFT
E01006997,SFT
E01006998,SFT
E01007010,SFT
E01007011,SFT
E01007004,SFT
E01007003,SFT
E01007005,SFT
E01007008,SFT
E01007007,SFT
E01007006,SFT
E01007009,SFT
E01007013,SFT
E01007019,SFT
E01007016,SFT
E01033095,SFT
E01007017,SFT
E01007012,SFT
E01007014,SFT
E01007026,SFT
E01007025,SFT
E01007022,SFT
E01007020,SFT
E01007024,SFT
E01007023,SFT
E01007021,SFT
E01007027,SFT
E01007029,SFT
E01007036,SFT
E01007030,SFT
E01007032,SFT
E01007031,SFT
E01007028,SFT
E01007033,SFT
E01007035,SFT
E01007034,SFT
E01007045,SFT
E01007041,SFT
E01007043,SFT
E01007044,SFT
E01007042,SFT
E01007039,SFT
E01007040,SFT
E01007038,SFT
E01007037,SFT
E01007048,SFT
E01007054,SFT
E01007046,SFT
E01007047,SFT
E01007049,SFT
E01007052,SFT
E01007050,SFT
E01007051,SFT
E01007053,SFT
E01007058,SFT
E01007056,SFT
E01007059,SFT
E01007060,SFT
E01007057,SFT
E01007064,SFT
E01007063,SFT
E01007055,SFT
E01007061,SFT
E01007062,SFT
E01007069,SFT
E01007067,SFT
E01007068,SFT
E01007074,SFT
E01007066,SFT
E01007065,SFT
E01007070,SFT
E01007071,SFT
E01007072,SFT
E01007073,SFT
E01007082,SFT
E01007079,SFT
E01007075,SFT
E01007078,SFT
E01007080,SFT
E01007077,SFT
E01007076,SFT
E01007081,SFT
E01007088,SFT
E01007083,SFT
E01007085,SFT
E01007089,SFT
E01007086,SFT
E01007087,SFT
E01007090,SFT
E01007091,SFT
E01007084,SFT
E01007092,SFT
E01007101,SFT
E01007095,SFT
E01007100,SFT
E01007099,SFT
E01033096,SFT
E01007097,SFT
E01007096,SFT
E01007098,SFT
E01007102,SFT
E01007105,SFT
E01007106,SFT
E01007104,SFT
E01007103,SFT
E01007108,SFT
E01007109,SFT
E01007107,SFT
E01007115,WRL
E01007110,WRL
E01007112,WRL
E01007114,WRL
E01007116,WRL
E01007117,WRL
E01007118,WRL
E01007111,WRL
E01007113,WRL
E01007120,WRL
E01007125,WRL
E01007124,WRL
E01007119,WRL
E01007121,WRL
E01007122,WRL
E01007123,WRL
E01032903,WRL
E01007126,WRL
E01007129,WRL
E01007128,WRL
E01007131,WRL
E01007133,WRL
E01007127,WRL
E01007130,WRL
E01007141,WRL
E01007143,WRL
E01007135,WRL
E01007136,WRL
E01007138,WRL
E01007140,WRL
E01007142,WRL
E01007137,WRL
E01007139,WRL
E01007146,WRL
E01007145,WRL
E01007144,WRL
E01007147,WRL
E01007153,WRL
E01007152,WRL
E01007148,WRL
E01007149,WRL
E01007150,WRL
E01007151,WRL
E01007154,WRL
E01007160,WRL
E01007155,WRL
E01007162,WRL
E01007163,WRL
E01007157,WRL
E01007156,WRL
E01007158,WRL
E01007159,WRL
E01007161,WRL
E01007170,WRL
E01007171,WRL
E01007167,WRL
E01007172,WRL
E01007164,WRL
E01007165,WRL
E01007166,WRL
E01007169,WRL
E01007168,WRL
E01007173,WRL
E01007175,WRL
E01007176,WRL
E01007178,WRL
E01007181,WRL
E01007177,WRL
E01007174,WRL
E01007179,WRL
E01007180,WRL
E01007190,WRL
E01007191,WRL
E01007192,WRL
E01007183,WRL
E01007187,WRL
E01007182,WRL
E01007188,WRL
E01007189,WRL
E01007186,WRL
E01007184,WRL
E01007185,WRL
E01007194,WRL
E01007193,WRL
E01007196,WRL
E01007197,WRL
E01007198,WRL
E01007199,WRL
E01007201,WRL
E01007202,WRL
E01007195,WRL
E01007200,WRL
E01007205,WRL
E01007204,WRL
E01007210,WRL
E01007203,WRL
E01007206,WRL
E01007207,WRL
E01007208,WRL
E01007209,WRL
E01007214,WRL
E01007211,WRL
E01007216,WRL
E01007218,WRL
E01007217,WRL
E01007215,WRL
E01007220,WRL
E01007219,WRL
E01007212,WRL
E01007213,WRL
E01007223,WRL
E01007222,WRL
E01007225,WRL
E01007224,WRL
E01007226,WRL
E01007227,WRL
E01007228,WRL
E01007221,WRL
E01007230,WRL
E01007229,WRL
E01007231,WRL
E01007234,WRL
E01007233,WRL
E01007235,WRL
E01007238,WRL
E01007237,WRL
E01007236,WRL
E01007232,WRL
E01007240,WRL
E01007239,WRL
E01007242,WRL
E01007241,WRL
E01007244,WRL
E01007243,WRL
E01007246,WRL
E01007245,WRL
E01007247,WRL
E01007256,WRL
E01007257,WRL
E01007251,WRL
E01007249,WRL
E01007254,WRL
E01007248,WRL
E01007250,WRL
E01007253,WRL
E01007255,WRL
E01007252,WRL
E01007258,WRL
E01007259,WRL
E01007260,WRL
E01007261,WRL
E01007263,WRL
E01007268,WRL
E01007266,WRL
E01007262,WRL
E01007265,WRL
E01007264,WRL
E01007267,WRL
E01007269,WRL
E01007273,WRL
E01007277,WRL
E01007275,WRL
E01007276,WRL
E01007270,WRL
E01007271,WRL
E01007274,WRL
E01007272,WRL
E01007278,WRL
E01007281,WRL
E01007280,WRL
E01007286,WRL
E01007284,WRL
E01007287,WRL
E01007288,WRL
E01007283,WRL
E01007285,WRL
E01007279,WRL
E01007282,WRL
E01007291,WRL
E01007292,WRL
E01007294,WRL
E01007296,WRL
E01007295,WRL
E01007289,WRL
E01007293,WRL
E01007290,WRL
E01007306,WRL
E01007297,WRL
E01007299,WRL
E01007301,WRL
E01007300,WRL
E01007305,WRL
E01007298,WRL
E01007302,WRL
E01007303,WRL
E01007304,WRL
E01007316,WRL
E01007312,WRL
E01007310,WRL
E01007313,WRL
E01007307,WRL
E01007308,WRL
E01007314,WRL
E01007311,WRL
E01007309,WRL
E01007315,WRL
E01007321,BNS
E01007317,BNS
E01007319,BNS
E01007322,BNS
E01007318,BNS
E01007320,BNS
E01007323,BNS
E01007327,BNS
E01007326,BNS
E01007325,BNS
E01007324,BNS
E01007330,BNS
E01007328,BNS
E01007332,BNS
E01007333,BNS
E01007329,BNS
E01007331,BNS
E01007339,BNS
E01007335,BNS
E01007334,BNS
E01007336,BNS
E01007338,BNS
E01007340,BNS
E01007337,BNS
E01007343,BNS
E01007345,BNS
E01007346,BNS
E01007344,BNS
E01007347,BNS
E01007341,BNS
E01007342,BNS
E01007350,BNS
E01007352,BNS
E01007353,BNS
E01007351,BNS
E01007348,BNS
E01007349,BNS
E01007354,BNS
E01007358,BNS
E01007362,BNS
E01007357,BNS
E01007356,BNS
E01007363,BNS
E01007355,BNS
E01007359,BNS
E01007361,BNS
E01007360,BNS
E01007365,BNS
E01007368,BNS
E01007369,BNS
E01007371,BNS
E01007370,BNS
E01007364,BNS
E01007366,BNS
E01007367,BNS
E01007378,BNS
E01007376,BNS
E01007375,BNS
E01007373,BNS
E01007374,BNS
E01007377,BNS
E01007372,BNS
E01007383,BNS
E01007384,BNS
E01007386,BNS
E01007387,BNS
E01007380,BNS
E01007381,BNS
E01007379,BNS
E01007382,BNS
E01007385,BNS
E01007393,BNS
E01007392,BNS
E01007391,BNS
E01007394,BNS
E01007388,BNS
E01007389,BNS
E01007390,BNS
E01007399,BNS
E01007395,BNS
E01007398,BNS
E01007397,BNS
E01007396,BNS
E01007404,BNS
E01007405,BNS
E01007406,BNS
E01007400,BNS
E01032550,BNS
E01007402,BNS
E01007403,BNS
E01007408,BNS
E01032551,BNS
E01007410,BNS
E01007409,BNS
E01007411,BNS
E01007415,BNS
E01007414,BNS
E01007416,BNS
E01007413,BNS
E01007417,BNS
E01007418,BNS
E01007422,BNS
E01007420,BNS
E01007419,BNS
E01007421,BNS
E01007424,BNS
E01007423,BNS
E01007426,BNS
E01007428,BNS
E01007427,BNS
E01007431,BNS
E01007429,BNS
E01007432,BNS
E01007425,BNS
E01007430,BNS
E01007439,BNS
E01007438,BNS
E01007434,BNS
E01007440,BNS
E01007433,BNS
E01007435,BNS
E01007436,BNS
E01007437,BNS
E01007442,BNS
E01007443,BNS
E01007445,BNS
E01007444,BNS
E01007446,BNS
E01007441,BNS
E01007447,BNS
E01007449,BNS
E01007448,BNS
E01007450,BNS
E01007451,BNS
E01007455,BNS
E01007456,BNS
E01007457,BNS
E01007452,BNS
E01007453,BNS
E01032925,BNS
E01032924,BNS
E01007458,BNS
E01007463,BNS
E01007461,BNS
E01007462,BNS
E01007459,BNS
E01007460,BNS
E01007473,DNC
E01007469,DNC
E01007474,DNC
E01007472,DNC
E01007471,DNC
E01007465,DNC
E01007468,DNC
E01007470,DNC
E01007467,DNC
E01007466,DNC
E01007464,DNC
E01033260,DNC
E01007478,DNC
E01007482,DNC
E01007485,DNC
E01007483,DNC
E01007486,DNC
E01007480,DNC
E01007479,DNC
E01007484,DNC
E01007477,DNC
E01007476,DNC
E01007475,DNC
E01007492,DNC
E01007491,DNC
E01007489,DNC
E01007490,DNC
E01007488,DNC
E01007487,DNC
E01007493,DNC
E01007495,DNC
E01007497,DNC
E01007500,DNC
E01007498,DNC
E01007502,DNC
E01007499,DNC
E01007503,DNC
E01007496,DNC
E01007501,DNC
E01007494,DNC
E01007511,DNC
E01007506,DNC
E01007505,DNC
E01007508,DNC
E01007510,DNC
E01007509,DNC
E01007507,DNC
E01007504,DNC
E01007513,DNC
E01007517,DNC
E01007518,DNC
E01007512,DNC
E01007519,DNC
E01007515,DNC
E01007514,DNC
E01007516,DNC
E01007525,DNC
E01007522,DNC
E01007520,DNC
E01007526,DNC
E01007528,DNC
E01007527,DNC
E01007521,DNC
E01007524,DNC
E01007523,DNC
E01007533,DNC
E01007535,DNC
E01007529,DNC
E01007531,DNC
E01007534,DNC
E01007532,DNC
E01007530,DNC
E01007542,DNC
E01007543,DNC
E01007537,DNC
E01007539,DNC
E01007540,DNC
E01007541,DNC
E01007544,DNC
E01007536,DNC
E01007538,DNC
E01007549,DNC
E01007545,DNC
E01007546,DNC
E01007547,DNC
E01007548,DNC
E01007550,DNC
E01007552,DNC
E01007551,DNC
E01007557,DNC
E01007560,DNC
E01007561,DNC
E01007554,DNC
E01007558,DNC
E01007555,DNC
E01007559,DNC
E01007553,DNC
E01007556,DNC
E01007562,DNC
E01007563,DNC
E01007564,DNC
E01007568,DNC
E01007570,DNC
E01007566,DNC
E01007565,DNC
E01007567,DNC
E01007569,DNC
E01007580,DNC
E01007573,DNC
E01007577,DNC
E01007574,DNC
E01007579,DNC
E01007578,DNC
E01007572,DNC
E01007575,DNC
E01007571,DNC
E01007576,DNC
E01007583,DNC
E01007586,DNC
E01007587,DNC
E01007588,DNC
E01007589,DNC
E01007584,DNC
E01007585,DNC
E01007582,DNC
E01007581,DNC
E01007593,DNC
E01007596,DNC
E01007595,DNC
E01007592,DNC
E01007594,DNC
E01007597,DNC
E01007598,DNC
E01007590,DNC
E01007591,DNC
E01007605,DNC
E01007604,DNC
E01007607,DNC
E01007606,DNC
E01007603,DNC
E01007600,DNC
E01007608,DNC
E01007599,DNC
E01007609,DNC
E01007610,DNC
E01007602,DNC
E01007601,DNC
E01007620,DNC
E01007613,DNC
E01007611,DNC
E01007617,DNC
E01007619,DNC
E01007618,DNC
E01007614,DNC
E01007615,DNC
E01007616,DNC
E01007612,DNC
E01007621,DNC
E01007623,DNC
E01007624,DNC
E01007631,DNC
E01007630,DNC
E01007622,DNC
E01007625,DNC
E01007626,DNC
E01007629,DNC
E01007627,DNC
E01007628,DNC
E01007635,DNC
E01007637,DNC
E01007639,DNC
E01007638,DNC
E01007640,DNC
E01007641,DNC
E01007632,DNC
E01007634,DNC
E01007642,DNC
E01007633,DNC
E01007636,DNC
E01007649,DNC
E01007644,DNC
E01007648,DNC
E01007647,DNC
E01007645,DNC
E01007643,DNC
E01007646,DNC
E01007650,DNC
E01007655,DNC
E01007656,DNC
E01007652,DNC
E01007651,DNC
E01007653,DNC
E01007654,DNC
E01007662,ROT
E01007660,ROT
E01007658,ROT
E01007657,ROT
E01007659,ROT
E01007664,ROT
E01007661,ROT
E01007663,ROT
E01007669,ROT
E01007670,ROT
E01007667,ROT
E01007672,ROT
E01007673,ROT
E01007671,ROT
E01007665,ROT
E01007674,ROT
E01007666,ROT
E01007668,ROT
E01007676,ROT
E01007678,ROT
E01007675,ROT
E01007679,ROT
E01007677,ROT
E01007680,ROT
E01007683,ROT
E01007685,ROT
E01007684,ROT
E01007689,ROT
E01007691,ROT
E01007692,ROT
E01007681,ROT
E01007682,ROT
E01007686,ROT
E01007687,ROT
E01007690,ROT
E01007688,ROT
E01007698,ROT
E01007697,ROT
E01007693,ROT
E01007695,ROT
E01007694,ROT
E01007696,ROT
E01007702,ROT
E01007706,ROT
E01007707,ROT
E01007703,ROT
E01007705,ROT
E01007704,ROT
E01007699,ROT
E01007701,ROT
E01007700,ROT
E01007712,ROT
E01007708,ROT
E01007710,ROT
E01007709,ROT
E01007711,ROT
E01007713,ROT
E01007718,ROT
E01007715,ROT
E01007716,ROT
E01007714,ROT
E01007717,ROT
E01032927,ROT
E01007726,ROT
E01007721,ROT
E01007725,ROT
E01007719,ROT
E01007723,ROT
E01007724,ROT
E01007720,ROT
E01007727,ROT
E01007729,ROT
E01007731,ROT
E01007732,ROT
E01007733,ROT
E01007728,ROT
E01007730,ROT
E01007737,ROT
E01007739,ROT
E01007735,ROT
E01007734,ROT
E01007736,ROT
E01007738,ROT
E01007743,ROT
E01007741,ROT
E01007744,ROT
E01007745,ROT
E01007746,ROT
E01007742,ROT
E01007740,ROT
E01007752,ROT
E01007753,ROT
E01007751,ROT
E01007749,ROT
E01007748,ROT
E01007747,ROT
E01007750,ROT
E01007755,ROT
E01007764,ROT
E01007758,ROT
E01007754,ROT
E01007761,ROT
E01007762,ROT
E01007760,ROT
E01007763,ROT
E01007757,ROT
E01007756,ROT
E01007759,ROT
E01007767,ROT
E01007768,ROT
E01007770,ROT
E01007766,ROT
E01007765,ROT
E01007769,ROT
E01007775,ROT
E01007777,ROT
E01007771,ROT
E01007776,ROT
E01007772,ROT
E01007773,ROT
E01007774,ROT
E01007782,ROT
E01007783,ROT
E01007784,ROT
E01007779,ROT
E01007778,ROT
E01007780,ROT
E01007781,ROT
E01007789,ROT
E01007790,ROT
E01007792,ROT
E01007785,ROT
E01007791,ROT
E01007786,ROT
E01007788,ROT
E01007787,ROT
E01007793,ROT
E01007795,ROT
E01007797,ROT
E01007799,ROT
E01007794,ROT
E01007800,ROT
E01007796,ROT
E01007798,ROT
E01007801,ROT
E01007803,ROT
E01007805,ROT
E01007807,ROT
E01007808,ROT
E01007802,ROT
E01007804,ROT
E01007806,ROT
E01007810,ROT
E01007815,ROT
E01007809,ROT
E01007814,ROT
E01007813,ROT
E01007812,ROT
E01007811,ROT
E01007822,ROT
E01007819,ROT
E01007821,ROT
E01007816,ROT
E01007820,ROT
E01007817,ROT
E01007818,ROT
E01007831,SHF
E01007825,SHF
E01007834,SHF
E01007826,SHF
E01007829,SHF
E01007830,SHF
E01007832,SHF
E01007827,SHF
E01007833,SHF
E01007823,SHF
E01007824,SHF
E01007828,SHF
E01033279,SHF
E01033278,SHF
E01007842,SHF
E01007835,SHF
E01007839,SHF
E01007841,SHF
E01007843,SHF
E01007846,SHF
E01007836,SHF
E01007838,SHF
E01007849,SHF
E01007852,SHF
E01007853,SHF
E01007854,SHF
E01007855,SHF
E01007856,SHF
E01007857,SHF
E01007848,SHF
E01007850,SHF
E01007851,SHF
E01007847,SHF
E01007866,SHF
E01007868,SHF
E01007860,SHF
E01007859,SHF
E01007863,SHF
E01007858,SHF
E01007864,SHF
E01007861,SHF
E01007867,SHF
E01007862,SHF
E01007865,SHF
E01007869,SHF
E01007870,SHF
E01007875,SHF
E01007871,SHF
E01007877,SHF
E01007874,SHF
E01033269,SHF
E01033270,SHF
E01007872,SHF
E01007873,SHF
E01007881,SHF
E01007883,SHF
E01007885,SHF
E01007879,SHF
E01007882,SHF
E01033268,SHF
E01007886,SHF
E01007878,SHF
E01007896,SHF
E01007891,SHF
E01007897,SHF
E01007898,SHF
E01007892,SHF
E01007900,SHF
E01007899,SHF
E01007887,SHF
E01007888,SHF
E01007890,SHF
E01007893,SHF
E01007894,SHF
E01007895,SHF
E01007889,SHF
E01007901,SHF
E01007911,SHF
E01007912,SHF
E01007913,SHF
E01007914,SHF
E01007903,SHF
E01007905,SHF
E01007902,SHF
E01007909,SHF
E01007907,SHF
E01007904,SHF
E01007906,SHF
E01007908,SHF
E01007910,SHF
E01007917,SHF
E01007922,SHF
E01007921,SHF
E01007923,SHF
E01007915,SHF
E01007925,SHF
E01007924,SHF
E01007926,SHF
E01007920,SHF
E01007918,SHF
E01007919,SHF
E01007916,SHF
E01007935,SHF
E01007939,SHF
E01007934,SHF
E01007936,SHF
E01007938,SHF
E01007931,SHF
E01007930,SHF
E01007929,SHF
E01007933,SHF
E01007932,SHF
E01007927,SHF
E01007937,SHF
E01007928,SHF
E01007940,SHF
E01007943,SHF
E01007944,SHF
E01007941,SHF
E01007950,SHF
E01007945,SHF
E01007947,SHF
E01007949,SHF
E01007948,SHF
E01007942,SHF
E01007946,SHF
E01007952,SHF
E01007954,SHF
E01007953,SHF
E01007956,SHF
E01007957,SHF
E01007958,SHF
E01007962,SHF
E01007951,SHF
E01007961,SHF
E01007955,SHF
E01007959,SHF
E01007960,SHF
E01007973,SHF
E01007972,SHF
E01007971,SHF
E01007974,SHF
E01007966,SHF
E01007967,SHF
E01007964,SHF
E01007969,SHF
E01007963,SHF
E01007970,SHF
E01007968,SHF
E01007965,SHF
E01007985,SHF
E01007982,SHF
E01007983,SHF
E01007986,SHF
E01007975,SHF
E01007976,SHF
E01007977,SHF
E01007978,SHF
E01007979,SHF
E01007980,SHF
E01007981,SHF
E01007984,SHF
E01007991,SHF
E01007989,SHF
E01007990,SHF
E01007992,SHF
E01007993,SHF
E01007995,SHF
E01007994,SHF
E01007996,SHF
E01007997,SHF
E01007998,SHF
E01007987,SHF
E01007988,SHF
E01008003,SHF
E01008000,SHF
E01008002,SHF
E01008006,SHF
E01008008,SHF
E01008009,SHF
E01007999,SHF
E01008001,SHF
E01008004,SHF
E01008005,SHF
E01008007,SHF
E01008010,SHF
E01008017,SHF
E01008014,SHF
E01008016,SHF
E01008012,SHF
E01008015,SHF
E01008018,SHF
E01008011,SHF
E01008013,SHF
E01008022,SHF
E01008021,SHF
E01008019,SHF
E01008024,SHF
E01008027,SHF
E01008025,SHF
E01032585,SHF
E01008023,SHF
E01008028,SHF
E01008032,SHF
E01008031,SHF
E01008034,SHF
E01008036,SHF
E01008030,SHF
E01008033,SHF
E01008040,SHF
E01008037,SHF
E01008041,SHF
E01008039,SHF
E01008020,SHF
E01008029,SHF
E01008035,SHF
E01008038,SHF
E01008048,SHF
E01008049,SHF
E01008043,SHF
E01008051,SHF
E01008052,SHF
E01008045,SHF
E01008044,SHF
E01008042,SHF
E01008046,SHF
E01008047,SHF
E01008050,SHF
E01008063,SHF
E01008062,SHF
E01008057,SHF
E01008058,SHF
E01008053,SHF
E01008056,SHF
E01008059,SHF
E01008055,SHF
E01008054,SHF
E01008060,SHF
E01008061,SHF
E01008073,SHF
E01008074,SHF
E01008064,SHF
E01008069,SHF
E01008066,SHF
E01008067,SHF
E01008068,SHF
E01033267,SHF
E01033265,SHF
E01008072,SHF
E01008065,SHF
E01033276,SHF
E01008079,SHF
E01008078,SHF
E01008080,SHF
E01008082,SHF
E01008081,SHF
E01008083,SHF
E01008084,SHF
E01008076,SHF
E01008077,SHF
E01008075,SHF
E01008090,SHF
E01008088,SHF
E01008089,SHF
E01008092,SHF
E01008091,SHF
E01008093,SHF
E01008087,SHF
E01008085,SHF
E01008086,SHF
E01008094,SHF
E01008096,SHF
E01008097,SHF
E01008098,SHF
E01008101,SHF
E01008102,SHF
E01008103,SHF
E01008099,SHF
E01008100,SHF
E01008095,SHF
E01008104,SHF
E01008109,SHF
E01008111,SHF
E01008108,SHF
E01008107,SHF
E01008105,SHF
E01008113,SHF
E01008112,SHF
E01008115,SHF
E01008114,SHF
E01033273,SHF
E01033272,SHF
E01033271,SHF
E01008123,SHF
E01008125,SHF
E01008119,SHF
E01008117,SHF
E01008118,SHF
E01008124,SHF
E01008122,SHF
E01008116,SHF
E01033277,SHF
E01008132,SHF
E01008136,SHF
E01008128,SHF
E01008140,SHF
E01033280,SHF
E01008126,SHF
E01008130,SHF
E01008129,SHF
E01008131,SHF
E01008133,SHF
E01008141,SHF
E01008134,SHF
E01008138,SHF
E01008137,SHF
E01008135,SHF
E01008139,SHF
E01008143,SHF
E01008146,SHF
E01008148,SHF
E01008147,SHF
E01008149,SHF
E01008150,SHF
E01008145,SHF
E01008144,SHF
E01008142,SHF
E01008157,SHF
E01008156,SHF
E01008154,SHF
E01008151,SHF
E01008152,SHF
E01008155,SHF
E01008153,SHF
E01008158,SHF
E01008159,SHF
E01008160,SHF
E01008161,SHF
E01008163,GAT
E01008164,GAT
E01008165,GAT
E01008166,GAT
E01008162,GAT
E01008171,GAT
E01008167,GAT
E01008168,GAT
E01008170,GAT
E01008169,GAT
E01008173,GAT
E01008172,GAT
E01008174,GAT
E01008175,GAT
E01008176,GAT
E01008181,GAT
E01008179,GAT
E01008177,GAT
E01008178,GAT
E01008180,GAT
E01008182,GAT
E01008183,GAT
E01008186,GAT
E01008187,GAT
E01008184,GAT
E01008188,GAT
E01008185,GAT
E01008193,GAT
E01008192,GAT
E01008194,GAT
E01008190,GAT
E01008189,GAT
E01008191,GAT
E01008196,GAT
E01008199,GAT
E01008197,GAT
E01008200,GAT
E01008198,GAT
E01008195,GAT
E01008203,GAT
E01008204,GAT
E01008201,GAT
E01008205,GAT
E01008202,GAT
E01008209,GAT
E01008210,GAT
E01008211,GAT
E01008208,GAT
E01008206,GAT
E01008207,GAT
E01008213,GAT
E01008216,GAT
E01008215,GAT
E01008212,GAT
E01008214,GAT
E01008219,GAT
E01008221,GAT
E01008217,GAT
E01008220,GAT
E01008218,GAT
E01008225,GAT
E01008222,GAT
E01008223,GAT
E01008224,GAT
E01008226,GAT
E01008228,GAT
E01008231,GAT
E01008229,GAT
E01008232,GAT
E01008227,GAT
E01008230,GAT
E01008233,GAT
E01008234,GAT
E01008235,GAT
E01008236,GAT
E01008237,GAT
E01008238,GAT
E01008239,GAT
E01008241,GAT
E01008243,GAT
E01008244,GAT
E01008240,GAT
E01008242,GAT
E01008249,GAT
E01008246,GAT
E01008245,GAT
E01008247,GAT
E01008250,GAT
E01008248,GAT
E01008254,GAT
E01008255,GAT
E01008252,GAT
E01008253,GAT
E01008251,GAT
E01008257,GAT
E01008260,GAT
E01008261,GAT
E01008256,GAT
E01008259,GAT
E01008258,GAT
E01008262,GAT
E01008267,GAT
E01008268,GAT
E01008263,GAT
E01008265,GAT
E01008264,GAT
E01008266,GAT
E01008274,GAT
E01008273,GAT
E01008271,GAT
E01008269,GAT
E01008275,GAT
E01008270,GAT
E01008272,GAT
E01008280,GAT
E01008278,GAT
E01008279,GAT
E01008277,GAT
E01008276,GAT
E01008287,GAT
E01008286,GAT
E01008281,GAT
E01008282,GAT
E01008285,GAT
E01008283,GAT
E01008284,GAT
E01008289,NET
E01008292,NET
E01008288,NET
E01008290,NET
E01008291,NET
E01008294,NET
E01008293,NET
E01008295,NET
E01008296,NET
E01008298,NET
E01008299,NET
E01008300,NET
E01008297,NET
E01008305,NET
E01008302,NET
E01008301,NET
E01008303,NET
E01008304,NET
E01008313,NET
E01008312,NET
E01008311,NET
E01008307,NET
E01008306,NET
E01008308,NET
E01033551,NET
E01008309,NET
E01008323,NET
E01008319,NET
E01008315,NET
E01008316,NET
E01008314,NET
E01008317,NET
E01008318,NET
E01008321,NET
E01008320,NET
E01008322,NET
E01008324,NET
E01008326,NET
E01008327,NET
E01008329,NET
E01008328,NET
E01008330,NET
E01008325,NET
E01008332,NET
E01008334,NET
E01008335,NET
E01008333,NET
E01008331,NET
E01008336,NET
E01008341,NET
E01008342,NET
E01008338,NET
E01008339,NET
E01008340,NET
E01008337,NET
E01008347,NET
E01008345,NET
E01008346,NET
E01008343,NET
E01008350,NET
E01008344,NET
E01008348,NET
E01008349,NET
E01008352,NET
E01008351,NET
E01008356,NET
E01008357,NET
E01008354,NET
E01008353,NET
E01008355,NET
E01008358,NET
E01008363,NET
E01008364,NET
E01008360,NET
E01008365,NET
E01008361,NET
E01008359,NET
E01008362,NET
E01008367,NET
E01008366,NET
E01008368,NET
E01008370,NET
E01008372,NET
E01008371,NET
E01008373,NET
E01008369,NET
E01008380,NET
E01008376,NET
E01008377,NET
E01008374,NET
E01008375,NET
