lsoa,local-authority-code
E01000001,LND
E01000003,LND
E01000002,LND
E01032739,LND
E01032740,LND
E01000005,LND
E01000009,BDG
E01000011,BDG
E01000012,BDG
E01000007,BDG
E01000008,BDG
E01000006,BDG
E01000010,BDG
E01000016,BDG
E01000015,BDG
E01000017,BDG
E01000018,BDG
E01000014,BDG
E01000013,BDG
E01000024,BDG
E01032580,BDG
E01000019,BDG
E01000020,BDG
E01000021,BDG
E01000022,BDG
E01000023,BDG
E01000025,BDG
E01000032,BDG
E01000031,BDG
E01000028,BDG
E01000027,BDG
E01000030,BDG
E01000029,BDG
E01000035,BDG
E01000033,BDG
E01000034,BDG
E01000036,BDG
E01000037,BDG
E01000038,BDG
E01000039,BDG
E01000045,BDG
E01000041,BDG
E01000044,BDG
E01000046,BDG
E01000042,BDG
E01000040,BDG
E01000043,BDG
E01000052,BDG
E01000048,BDG
E01000049,BDG
E01033587,BDG
E01033588,BDG
E01000050,BDG
E01000051,BDG
E01000053,BDG
E01000059,BDG
E01000055,BDG
E01000056,BDG
E01000054,BDG
E01000057,BDG
E01000058,BDG
E01000063,BDG
E01000060,BDG
E01000061,BDG
E01000064,BDG
E01000062,BDG
E01000065,BDG
E01000066,BDG
E01000067,BDG
E01000069,BDG
E01000070,BDG
E01000068,BDG
E01000071,BDG
E01000076,BDG
E01000075,BDG
E01000077,BDG
E01000073,BDG
E01000074,BDG
E01000072,BDG
E01000078,BDG
E01000082,BDG
E01000083,BDG
E01000081,BDG
E01000080,BDG
E01000079,BDG
E01000087,BDG
E01000090,BDG
E01000086,BDG
E01000088,BDG
E01000089,BDG
E01000084,BDG
E01000085,BDG
E01000091,BDG
E01000094,BDG
E01000092,BDG
E01000093,BDG
E01000095,BDG
E01000096,BDG
E01000098,BDG
E01000097,BDG
E01000099,BDG
E01000100,BDG
E01000101,BDG
E01000102,BDG
E01000105,BDG
E01000106,BDG
E01000107,BDG
E01000104,BDG
E01000103,BDG
E01000108,BDG
E01000111,BDG
E01000109,BDG
E01000114,BDG
E01000112,BDG
E01000110,BDG
E01000113,BDG
E01000119,BNE
E01000124,BNE
E01000118,BNE
E01000120,BNE
E01000117,BNE
E01000116,BNE
E01000121,BNE
E01000122,BNE
E01000123,BNE
E01000115,BNE
E01000126,BNE
E01000131,BNE
E01000129,BNE
E01000128,BNE
E01000132,BNE
E01000133,BNE
E01000134,BNE
E01000127,BNE
E01000125,BNE
E01000130,BNE
E01000141,BNE
E01000139,BNE
E01000138,BNE
E01000140,BNE
E01000137,BNE
E01000142,BNE
E01000143,BNE
E01000144,BNE
E01000145,BNE
E01000146,BNE
E01000135,BNE
E01000136,BNE
E01000153,BNE
E01000155,BNE
E01033572,BNE
E01000147,BNE
E01000150,BNE
E01000152,BNE
E01000151,BNE
E01000154,BNE
E01000148,BNE
E01000160,BNE
E01000165,BNE
E01000161,BNE
E01000163,BNE
E01000156,BNE
E01000158,BNE
E01000162,BNE
E01000164,BNE
E01000157,BNE
E01000159,BNE
E01000174,BNE
E01000175,BNE
E01000169,BNE
E01000170,BNE
E01000166,BNE
E01000171,BNE
E01000168,BNE
E01000172,BNE
E01000173,BNE
E01000167,BNE
E01000179,BNE
E01000177,BNE
E01000184,BNE
E01000183,BNE
E01000180,BNE
E01000182,BNE
E01000176,BNE
E01000185,BNE
E01000178,BNE
E01000181,BNE
E01000188,BNE
E01000187,BNE
E01000195,BNE
E01000186,BNE
E01000189,BNE
E01000191,BNE
E01000190,BNE
E01000192,BNE
E01000193,BNE
E01000194,BNE
E01000200,BNE
E01000203,BNE
E01000197,BNE
E01000198,BNE
E01000201,BNE
E01000199,BNE
E01000202,BNE
E01000204,BNE
E01000196,BNE
E01000213,BNE
E01000214,BNE
E01000206,BNE
E01000210,BNE
E01000205,BNE
E01000211,BNE
E01000208,BNE
E01000209,BNE
E01000207,BNE
E01000212,BNE
E01000221,BNE
E01000218,BNE
E01000216,BNE
E01000219,BNE
E01000220,BNE
E01000222,BNE
E01000223,BNE
E01000224,BNE
E01000225,BNE
E01000217,BNE
E01000215,BNE
E01000235,BNE
E01000228,BNE
E01000226,BNE
E01000229,BNE
E01000230,BNE
E01000231,BNE
E01000234,BNE
E01000232,BNE
E01000233,BNE
E01000227,BNE
E01000242,BNE
E01000237,BNE
E01000238,BNE
E01000245,BNE
E01000243,BNE
E01000244,BNE
E01000239,BNE
E01000236,BNE
E01000240,BNE
E01000241,BNE
E01000251,BNE
E01000252,BNE
E01000253,BNE
E01000254,BNE
E01000247,BNE
E01000250,BNE
E01000246,BNE
E01000249,BNE
E01000248,BNE
E01000264,BNE
E01000255,BNE
E01000256,BNE
E01000260,BNE
E01000257,BNE
E01000258,BNE
E01000263,BNE
E01000261,BNE
E01000262,BNE
E01000259,BNE
E01000270,BNE
E01000268,BNE
E01000272,BNE
E01000273,BNE
E01000271,BNE
E01000267,BNE
E01000274,BNE
E01000266,BNE
E01000265,BNE
E01000269,BNE
E01000284,BNE
E01000277,BNE
E01000275,BNE
E01000282,BNE
E01000276,BNE
E01000278,BNE
E01000280,BNE
E01000279,BNE
E01000281,BNE
E01000283,BNE
E01000294,BNE
E01000288,BNE
E01000289,BNE
E01000291,BNE
E01000290,BNE
E01000285,BNE
E01000292,BNE
E01000287,BNE
E01000293,BNE
E01000286,BNE
E01000301,BNE
E01000299,BNE
E01000304,BNE
E01000296,BNE
E01000298,BNE
E01000295,BNE
E01000297,BNE
E01000300,BNE
E01000302,BNE
E01000303,BNE
E01000309,BNE
E01000314,BNE
E01000307,BNE
E01000313,BNE
E01000312,BNE
E01000306,BNE
E01000310,BNE
E01000308,BNE
E01000311,BNE
E01000305,BNE
E01000323,BNE
E01000316,BNE
E01000319,BNE
E01000322,BNE
E01000324,BNE
E01000315,BNE
E01000318,BNE
E01000317,BNE
E01000321,BNE
E01000320,BNE
E01000331,BEX
E01000325,BEX
E01000329,BEX
E01000328,BEX
E01000327,BEX
E01000326,BEX
E01000330,BEX
E01000332,BEX
E01000334,BEX
E01000338,BEX
E01000337,BEX
E01000333,BEX
E01000335,BEX
E01000336,BEX
E01000345,BEX
E01000344,BEX
E01000341,BEX
E01000342,BEX
E01000343,BEX
E01000339,BEX
E01000340,BEX
E01000349,BEX
E01000347,BEX
E01000346,BEX
E01000351,BEX
E01000350,BEX
E01000348,BEX
E01000352,BEX
E01000359,BEX
E01000356,BEX
E01000357,BEX
E01000358,BEX
E01000354,BEX
E01000355,BEX
E01000353,BEX
E01000361,BEX
E01000364,BEX
E01000366,BEX
E01000365,BEX
E01000360,BEX
E01000362,BEX
E01000363,BEX
E01000369,BEX
E01000370,BEX
E01000367,BEX
E01000368,BEX
E01000371,BEX
E01000372,BEX
E01000373,BEX
E01000380,BEX
E01000376,BEX
E01000377,BEX
E01000379,BEX
E01000374,BEX
E01000375,BEX
E01000378,BEX
E01000386,BEX
E01000384,BEX
E01000383,BEX
E01000381,BEX
E01000385,BEX
E01000387,BEX
E01000382,BEX
E01000388,BEX
E01000394,BEX
E01000389,BEX
E01000392,BEX
E01000393,BEX
E01000391,BEX
E01000390,BEX
E01000396,BEX
E01032566,BEX
E01000398,BEX
E01000400,BEX
E01000399,BEX
E01000395,BEX
E01000401,BEX
E01000404,BEX
E01000402,BEX
E01000407,BEX
E01000403,BEX
E01000408,BEX
E01000405,BEX
E01000406,BEX
E01000410,BEX
E01000411,BEX
E01000415,BEX
E01000414,BEX
E01000409,BEX
E01000412,BEX
E01000413,BEX
E01000417,BEX
E01000420,BEX
E01000422,BEX
E01000416,BEX
E01000418,BEX
E01000419,BEX
E01000421,BEX
E01000427,BEX
E01000428,BEX
E01000425,BEX
E01000426,BEX
E01000424,BEX
E01000423,BEX
E01000431,BEX
E01000430,BEX
E01000434,BEX
E01000429,BEX
E01000432,BEX
E01000433,BEX
E01000435,BEX
E01000439,BEX
E01000441,BEX
E01000436,BEX
E01000440,BEX
E01000442,BEX
E01000438,BEX
E01000437,BEX
E01000445,BEX
E01000444,BEX
E01000447,BEX
E01000449,BEX
E01000448,BEX
E01000446,BEX
E01000443,BEX
E01000453,BEX
E01000451,BEX
E01000452,BEX
E01000454,BEX
E01000455,BEX
E01000456,BEX
E01000450,BEX
E01000457,BEX
E01000459,BEX
E01000462,BEX
E01000463,BEX
E01000461,BEX
E01000458,BEX
E01000460,BEX
E01000466,BEX
E01000470,BEX
E01000469,BEX
E01000464,BEX
E01000467,BEX
E01000468,BEX
E01000465,BEX
E01000476,BEN
E01000473,BEN
E01000478,BEN
E01000477,BEN
E01000471,BEN
E01000472,BEN
E01000474,BEN
E01000475,BEN
E01000484,BEN
E01000485,BEN
E01000486,BEN
E01000487,BEN
E01000481,BEN
E01000479,BEN
E01000480,BEN
E01000482,BEN
E01000483,BEN
E01000490,BEN
E01000491,BEN
E01000495,BEN
E01000488,BEN
E01000492,BEN
E01000489,BEN
E01000494,BEN
E01000493,BEN
E01000503,BEN
E01000501,BEN
E01000499,BEN
E01000498,BEN
E01000497,BEN
E01033464,BEN
E01000502,BEN
E01000506,BEN
E01000510,BEN
E01000511,BEN
E01000507,BEN
E01000504,BEN
E01000512,BEN
E01000505,BEN
E01000508,BEN
E01000509,BEN
E01000516,BEN
E01000520,BEN
E01000515,BEN
E01000513,BEN
E01000514,BEN
E01000517,BEN
E01000518,BEN
E01000519,BEN
E01000528,BEN
E01000522,BEN
E01000527,BEN
E01000521,BEN
E01000523,BEN
E01000524,BEN
E01000525,BEN
E01000526,BEN
E01000532,BEN
E01000531,BEN
E01000533,BEN
E01000534,BEN
E01000530,BEN
E01000535,BEN
E01033485,BEN
E01033455,BEN
E01000539,BEN
E01000543,BEN
E01000538,BEN
E01033463,BEN
E01000536,BEN
E01000541,BEN
E01000540,BEN
E01000545,BEN
E01000546,BEN
E01000549,BEN
E01000547,BEN
E01000548,BEN
E01000550,BEN
E01000551,BEN
E01000544,BEN
E01000552,BEN
E01000555,BEN
E01000556,BEN
E01000557,BEN
E01000554,BEN
E01000558,BEN
E01000559,BEN
E01000560,BEN
E01000561,BEN
E01000553,BEN
E01000565,BEN
E01000564,BEN
E01000567,BEN
E01000562,BEN
E01000568,BEN
E01000569,BEN
E01000563,BEN
E01000566,BEN
E01000577,BEN
E01000575,BEN
E01000570,BEN
E01000574,BEN
E01000573,BEN
E01000576,BEN
E01000578,BEN
E01000571,BEN
E01000572,BEN
E01000583,BEN
E01000585,BEN
E01000586,BEN
E01000579,BEN
E01000580,BEN
E01000581,BEN
E01000584,BEN
E01000582,BEN
E01000591,BEN
E01000592,BEN
E01000593,BEN
E01000587,BEN
E01000594,BEN
E01000590,BEN
E01000588,BEN
E01000589,BEN
E01000599,BEN
E01000600,BEN
E01000602,BEN
E01000603,BEN
E01000595,BEN
E01033456,BEN
E01000601,BEN
E01000604,BEN
E01000596,BEN
E01000605,BEN
E01000610,BEN
E01000613,BEN
E01000609,BEN
E01000607,BEN
E01000608,BEN
E01000611,BEN
E01000612,BEN
E01000606,BEN
E01000615,BEN
E01000618,BEN
E01033457,BEN
E01000616,BEN
E01000619,BEN
E01000617,BEN
E01000620,BEN
E01000621,BEN
E01000622,BEN
E01000624,BEN
E01000623,BEN
E01000625,BEN
E01000626,BEN
E01000627,BEN
E01000628,BEN
E01000629,BEN
E01000635,BEN
E01000636,BEN
E01000630,BEN
E01000631,BEN
E01000634,BEN
E01000633,BEN
E01000632,BEN
E01000643,BEN
E01000640,BEN
E01000644,BEN
E01000641,BEN
E01000638,BEN
E01000637,BEN
E01000639,BEN
E01000642,BEN
E01000651,BRY
E01000650,BRY
E01000652,BRY
E01000653,BRY
E01000645,BRY
E01000646,BRY
E01000649,BRY
E01000648,BRY
E01000647,BRY
E01000657,BRY
E01032570,BRY
E01000656,BRY
E01000658,BRY
E01000659,BRY
E01000655,BRY
E01000654,BRY
E01000667,BRY
E01000666,BRY
E01000668,BRY
E01000669,BRY
E01000662,BRY
E01000661,BRY
E01000663,BRY
E01000664,BRY
E01000665,BRY
E01000674,BRY
E01000678,BRY
E01000675,BRY
E01000671,BRY
E01000670,BRY
E01000672,BRY
E01000673,BRY
E01000676,BRY
E01000677,BRY
E01000679,BRY
E01000686,BRY
E01000687,BRY
E01000688,BRY
E01000680,BRY
E01000685,BRY
E01000684,BRY
E01000683,BRY
E01000681,BRY
E01000682,BRY
E01000697,BRY
E01000693,BRY
E01000698,BRY
E01000690,BRY
E01000691,BRY
E01000692,BRY
E01000694,BRY
E01000689,BRY
E01000696,BRY
E01000695,BRY
E01000708,BRY
E01000709,BRY
E01000703,BRY
E01000700,BRY
E01000706,BRY
E01000699,BRY
E01000707,BRY
E01000705,BRY
E01000704,BRY
E01000701,BRY
E01000702,BRY
E01000711,BRY
E01000710,BRY
E01000718,BRY
E01000712,BRY
E01000713,BRY
E01000714,BRY
E01000715,BRY
E01000716,BRY
E01000717,BRY
E01000724,BRY
E01000725,BRY
E01000727,BRY
E01000723,BRY
E01000728,BRY
E01000719,BRY
E01000720,BRY
E01000722,BRY
E01000721,BRY
E01000726,BRY
E01000732,BRY
E01000734,BRY
E01000735,BRY
E01000729,BRY
E01000736,BRY
E01000737,BRY
E01000739,BRY
E01000730,BRY
E01000731,BRY
E01000733,BRY
E01000738,BRY
E01000745,BRY
E01000742,BRY
E01000746,BRY
E01000740,BRY
E01000743,BRY
E01000744,BRY
E01000741,BRY
E01000748,BRY
E01000749,BRY
E01000747,BRY
E01000751,BRY
E01000750,BRY
E01000752,BRY
E01000754,BRY
E01000755,BRY
E01000756,BRY
E01000758,BRY
E01000757,BRY
E01000753,BRY
E01000765,BRY
E01000768,BRY
E01000759,BRY
E01000762,BRY
E01000763,BRY
E01000766,BRY
E01000767,BRY
E01000760,BRY
E01000761,BRY
E01000764,BRY
E01000778,BRY
E01000770,BRY
E01000775,BRY
E01000769,BRY
E01000772,BRY
E01000771,BRY
E01000773,BRY
E01000774,BRY
E01032568,BRY
E01000777,BRY
E01000784,BRY
E01000785,BRY
E01000781,BRY
E01000780,BRY
E01000779,BRY
E01000782,BRY
E01000783,BRY
E01000794,BRY
E01000786,BRY
E01000795,BRY
E01000787,BRY
E01000791,BRY
E01000788,BRY
E01000792,BRY
E01000790,BRY
E01000789,BRY
E01000793,BRY
E01000799,BRY
E01000804,BRY
E01000806,BRY
E01000805,BRY
E01000796,BRY
E01000798,BRY
E01000802,BRY
E01000803,BRY
E01000797,BRY
E01000800,BRY
E01000801,BRY
E01000811,BRY
E01000809,BRY
E01000808,BRY
E01000812,BRY
E01000814,BRY
E01000815,BRY
E01000813,BRY
E01000807,BRY
E01000810,BRY
E01000819,BRY
E01032562,BRY
E01032563,BRY
E01000820,BRY
E01000822,BRY
E01000823,BRY
E01000825,BRY
E01000816,BRY
E01000818,BRY
E01000824,BRY
E01000831,BRY
E01000828,BRY
E01000830,BRY
E01000829,BRY
E01000826,BRY
E01000827,BRY
E01000838,BRY
E01000840,BRY
E01000833,BRY
E01000837,BRY
E01000835,BRY
E01000841,BRY
E01000832,BRY
E01000839,BRY
E01000834,BRY
E01000836,BRY
E01000842,CMD
E01000844,CMD
E01000847,CMD
E01000849,CMD
E01000848,CMD
E01000843,CMD
E01000845,CMD
E01000846,CMD
E01000855,CMD
E01000850,CMD
E01000852,CMD
E01000854,CMD
E01000853,CMD
E01000851,CMD
E01000860,CMD
E01000863,CMD
E01000862,CMD
E01000858,CMD
E01000856,CMD
E01000857,CMD
E01000859,CMD
E01000861,CMD
E01000868,CMD
E01000866,CMD
E01000865,CMD
E01000864,CMD
E01000867,CMD
E01000870,CMD
E01000869,CMD
E01000875,CMD
E01000876,CMD
E01000877,CMD
E01000871,CMD
E01000872,CMD
E01000874,CMD
E01000873,CMD
E01000882,CMD
E01000881,CMD
E01000884,CMD
E01000878,CMD
E01000879,CMD
E01000880,CMD
E01000883,CMD
E01000885,CMD
E01000889,CMD
E01000890,CMD
E01000891,CMD
E01000887,CMD
E01000892,CMD
E01000886,CMD
E01000888,CMD
E01000894,CMD
E01000896,CMD
E01000899,CMD
E01000895,CMD
E01000893,CMD
E01000897,CMD
E01000898,CMD
E01000903,CMD
E01000902,CMD
E01000901,CMD
E01000900,CMD
E01000905,CMD
E01000904,CMD
E01000906,CMD
E01000908,CMD
E01000907,CMD
E01000910,CMD
E01000911,CMD
E01000912,CMD
E01000913,CMD
E01000909,CMD
E01000917,CMD
E01000914,CMD
E01000919,CMD
E01000918,CMD
E01000920,CMD
E01000916,CMD
E01000915,CMD
E01000926,CMD
E01000922,CMD
E01000925,CMD
E01000927,CMD
E01000921,CMD
E01000928,CMD
E01000924,CMD
E01000923,CMD
E01000931,CMD
E01000929,CMD
E01000930,CMD
E01000932,CMD
E01000933,CMD
E01000934,CMD
E01000935,CMD
E01000941,CMD
E01000938,CMD
E01000943,CMD
E01000936,CMD
E01000937,CMD
E01000940,CMD
E01000939,CMD
E01000942,CMD
E01000946,CMD
E01000950,CMD
E01000951,CMD
E01000949,CMD
E01000944,CMD
E01000945,CMD
E01000948,CMD
E01000947,CMD
E01000953,CMD
E01000956,CMD
E01000954,CMD
E01000955,CMD
E01000957,CMD
E01000958,CMD
E01000959,CMD
E01000952,CMD
E01000965,CMD
E01000966,CMD
E01000967,CMD
E01000962,CMD
E01000961,CMD
E01000963,CMD
E01000964,CMD
E01000960,CMD
E01000969,CMD
E01000970,CMD
E01000972,CMD
E01000971,CMD
E01000973,CMD
E01000974,CMD
E01000968,CMD
E01000980,CRY
E01000982,CRY
E01000983,CRY
E01000984,CRY
E01000978,CRY
E01000981,CRY
E01000976,CRY
E01000977,CRY
E01000975,CRY
E01000979,CRY
E01000987,CRY
E01000990,CRY
E01000992,CRY
E01000991,CRY
E01000993,CRY
E01000985,CRY
E01000986,CRY
E01032569,CRY
E01000989,CRY
E01001000,CRY
E01001003,CRY
E01001002,CRY
E01001001,CRY
E01000994,CRY
E01000995,CRY
E01001004,CRY
E01000998,CRY
E01000996,CRY
E01000997,CRY
E01000999,CRY
E01001005,CRY
E01001011,CRY
E01001010,CRY
E01001014,CRY
E01001006,CRY
E01001008,CRY
E01001012,CRY
E01001009,CRY
E01001013,CRY
E01001007,CRY
E01001015,CRY
E01001019,CRY
E01001017,CRY
E01001018,CRY
E01001021,CRY
E01001016,CRY
E01001020,CRY
E01001022,CRY
E01001028,CRY
E01001024,CRY
E01001027,CRY
E01001031,CRY
E01001023,CRY
E01001025,CRY
E01001026,CRY
E01001029,CRY
E01001030,CRY
E01001033,CRY
E01001034,CRY
E01001035,CRY
E01001037,CRY
E01001038,CRY
E01001039,CRY
E01001032,CRY
E01001036,CRY
E01001040,CRY
E01001041,CRY
E01001046,CRY
E01001045,CRY
E01001044,CRY
E01001047,CRY
E01001048,CRY
E01001049,CRY
E01001050,CRY
E01001042,CRY
E01001043,CRY
E01001055,CRY
E01001053,CRY
E01001056,CRY
E01001054,CRY
E01001057,CRY
E01001052,CRY
E01001051,CRY
E01001062,CRY
E01001066,CRY
E01001060,CRY
E01001059,CRY
E01001063,CRY
E01001064,CRY
E01001065,CRY
E01001061,CRY
E01001058,CRY
E01001073,CRY
E01001075,CRY
E01001074,CRY
E01001069,CRY
E01001068,CRY
E01001072,CRY
E01001070,CRY
E01001071,CRY
E01001067,CRY
E01001076,CRY
E01001082,CRY
E01001077,CRY
E01001078,CRY
E01001080,CRY
E01001079,CRY
E01001081,CRY
E01001083,CRY
E01001090,CRY
E01001086,CRY
E01001088,CRY
E01001089,CRY
E01001087,CRY
E01001091,CRY
E01001084,CRY
E01001085,CRY
E01001100,CRY
E01001096,CRY
E01001095,CRY
E01001094,CRY
E01001093,CRY
E01001092,CRY
E01001097,CRY
E01001098,CRY
E01001099,CRY
E01001107,CRY
E01001108,CRY
E01001106,CRY
E01001102,CRY
E01001103,CRY
E01001101,CRY
E01001104,CRY
E01001105,CRY
E01001117,CRY
E01001115,CRY
E01001109,CRY
E01001118,CRY
E01001110,CRY
E01001112,CRY
E01001111,CRY
E01001113,CRY
E01001114,CRY
E01001116,CRY
E01001126,CRY
E01001124,CRY
E01001119,CRY
E01001121,CRY
E01001125,CRY
E01001120,CRY
E01001123,CRY
E01001122,CRY
E01001130,CRY
E01001131,CRY
E01001134,CRY
E01001133,CRY
E01001132,CRY
E01001135,CRY
E01001129,CRY
E01001127,CRY
E01001128,CRY
E01001144,CRY
E01001137,CRY
E01001138,CRY
E01001140,CRY
E01001141,CRY
E01001145,CRY
E01001142,CRY
E01001143,CRY
E01001139,CRY
E01001136,CRY
E01001151,CRY
E01001152,CRY
E01001154,CRY
E01001155,CRY
E01001148,CRY
E01001149,CRY
E01001147,CRY
E01001146,CRY
E01001153,CRY
E01001150,CRY
E01001160,CRY
E01001157,CRY
E01001161,CRY
E01001162,CRY
E01001164,CRY
E01001156,CRY
E01001159,CRY
E01001163,CRY
E01001158,CRY
E01001168,CRY
E01001170,CRY
E01001171,CRY
E01001172,CRY
E01001169,CRY
E01001173,CRY
E01001167,CRY
E01001166,CRY
E01001165,CRY
E01001176,CRY
E01001175,CRY
E01001179,CRY
E01001183,CRY
E01001181,CRY
E01001177,CRY
E01001180,CRY
E01001182,CRY
E01001184,CRY
E01001174,CRY
E01001178,CRY
E01001185,CRY
E01001192,CRY
E01001191,CRY
E01001187,CRY
E01001189,CRY
E01001186,CRY
E01001193,CRY
E01001190,CRY
E01001194,CRY
E01001188,CRY
E01001197,EAL
E01001203,EAL
E01001202,EAL
E01001195,EAL
E01001196,EAL
E01001198,EAL
E01001199,EAL
E01001201,EAL
E01001200,EAL
E01001207,EAL
E01001205,EAL
E01001211,EAL
E01001209,EAL
E01001210,EAL
E01001208,EAL
E01001206,EAL
E01001212,EAL
E01001204,EAL
E01001217,EAL
E01001218,EAL
E01001219,EAL
E01001220,EAL
E01001214,EAL
E01001213,EAL
E01001215,EAL
E01001216,EAL
E01001223,EAL
E01001225,EAL
E01001226,EAL
E01001224,EAL
E01001228,EAL
E01001221,EAL
E01001227,EAL
E01001222,EAL
E01001235,EAL
E01001236,EAL
E01001237,EAL
E01001229,EAL
E01001232,EAL
E01001233,EAL
E01001230,EAL
E01001231,EAL
E01001234,EAL
E01001247,EAL
E01001238,EAL
E01001244,EAL
E01001245,EAL
E01001246,EAL
E01001239,EAL
E01001240,EAL
E01001241,EAL
E01001242,EAL
E01001243,EAL
E01001254,EAL
E01001252,EAL
E01001249,EAL
E01001251,EAL
E01001250,EAL
E01001253,EAL
E01001255,EAL
E01001248,EAL
E01032744,EAL
E01001263,EAL
E01001262,EAL
E01001264,EAL
E01001258,EAL
E01001257,EAL
E01001260,EAL
E01001261,EAL
E01001259,EAL
E01001267,EAL
E01001269,EAL
E01001271,EAL
E01001270,EAL
E01001266,EAL
E01001272,EAL
E01001265,EAL
E01001268,EAL
E01001279,EAL
E01001278,EAL
E01001280,EAL
E01001275,EAL
E01001273,EAL
E01001277,EAL
E01001274,EAL
E01001276,EAL
E01001281,EAL
E01001285,EAL
E01001282,EAL
E01001287,EAL
E01001284,EAL
E01001286,EAL
E01001288,EAL
E01001289,EAL
E01001290,EAL
E01001283,EAL
E01001292,EAL
E01001291,EAL
E01001294,EAL
E01001293,EAL
E01001295,EAL
E01001297,EAL
E01001296,EAL
E01001298,EAL
E01001299,EAL
E01001304,EAL
E01001305,EAL
E01001306,EAL
E01001303,EAL
E01001300,EAL
E01001301,EAL
E01001302,EAL
E01001307,EAL
E01001311,EAL
E01001312,EAL
E01001309,EAL
E01001313,EAL
E01001314,EAL
E01001308,EAL
E01001310,EAL
E01001323,EAL
E01001322,EAL
E01001321,EAL
E01001316,EAL
E01001315,EAL
E01001318,EAL
E01001317,EAL
E01001320,EAL
E01001319,EAL
E01001330,EAL
E01001324,EAL
E01001326,EAL
E01001325,EAL
E01001327,EAL
E01001328,EAL
E01001329,EAL
E01001331,EAL
E01001332,EAL
E01001339,EAL
E01001336,EAL
E01001337,EAL
E01001333,EAL
E01001338,EAL
E01001334,EAL
E01001335,EAL
E01001340,EAL
E01001342,EAL
E01001348,EAL
E01001349,EAL
E01001347,EAL
E01001346,EAL
E01001343,EAL
E01001341,EAL
E01001344,EAL
E01001345,EAL
E01001355,EAL
E01001358,EAL
E01001356,EAL
E01001354,EAL
E01001353,EAL
E01001357,EAL
E01001350,EAL
E01001351,EAL
E01001352,EAL
E01001364,EAL
E01001365,EAL
E01001361,EAL
E01001360,EAL
E01001362,EAL
E01001363,EAL
E01001359,EAL
E01001367,EAL
E01001369,EAL
E01001368,EAL
E01001371,EAL
E01001372,EAL
E01001370,EAL
E01001373,EAL
E01001366,EAL
E01001377,EAL
E01001380,EAL
E01001381,EAL
E01001376,EAL
E01001374,EAL
E01001375,EAL
E01001379,EAL
E01032572,EAL
E01001382,EAL
E01001387,EAL
E01001383,EAL
E01001386,EAL
E01001385,EAL
E01001384,EAL
E01001388,EAL
E01001389,EAL
E01001391,ENF
E01001395,ENF
E01001396,ENF
E01001393,ENF
E01001397,ENF
E01001390,ENF
E01001392,ENF
E01001394,ENF
E01001403,ENF
E01001401,ENF
E01001400,ENF
E01001398,ENF
E01001399,ENF
E01001402,ENF
E01001404,ENF
E01001405,ENF
E01001406,ENF
E01001413,ENF
E01001407,ENF
E01001410,ENF
E01001408,ENF
E01001414,ENF
E01001411,ENF
E01001409,ENF
E01001412,ENF
E01001421,ENF
E01001416,ENF
E01001419,ENF
E01001418,ENF
E01001420,ENF
E01001417,ENF
E01001422,ENF
E01001415,ENF
E01001427,ENF
E01001423,ENF
E01001425,ENF
E01001430,ENF
E01001431,ENF
E01001432,ENF
E01001429,ENF
E01001424,ENF
E01001426,ENF
E01001428,ENF
E01001438,ENF
E01001435,ENF
E01001434,ENF
E01001437,ENF
E01001433,ENF
E01001439,ENF
E01001436,ENF
E01001440,ENF
E01001441,ENF
E01001442,ENF
E01001447,ENF
E01033150,ENF
E01001449,ENF
E01001448,ENF
E01001445,ENF
E01033148,ENF
E01001444,ENF
E01001446,ENF
E01001453,ENF
E01001455,ENF
E01001457,ENF
E01001451,ENF
E01001450,ENF
E01001452,ENF
E01001454,ENF
E01001456,ENF
E01001459,ENF
E01001462,ENF
E01001460,ENF
E01001463,ENF
E01001461,ENF
E01001464,ENF
E01001465,ENF
E01001467,ENF
E01001466,ENF
E01001458,ENF
E01001469,ENF
E01001471,ENF
E01001472,ENF
E01001474,ENF
E01001470,ENF
E01001473,ENF
E01001475,ENF
E01001468,ENF
E01001481,ENF
E01001483,ENF
E01001482,ENF
E01001477,ENF
E01001479,ENF
E01001480,ENF
E01001484,ENF
E01001478,ENF
E01001476,ENF
E01001486,ENF
E01001492,ENF
E01001487,ENF
E01001488,ENF
E01001489,ENF
E01001491,ENF
E01033151,ENF
E01001485,ENF
E01001501,ENF
E01001495,ENF
E01001496,ENF
E01001493,ENF
E01001497,ENF
E01001494,ENF
E01001498,ENF
E01001499,ENF
E01001500,ENF
E01001505,ENF
E01001504,ENF
E01001506,ENF
E01001510,ENF
E01001507,ENF
E01001509,ENF
E01001508,ENF
E01001503,ENF
E01001502,ENF
E01001511,ENF
E01001513,ENF
E01001514,ENF
E01001515,ENF
E01001516,ENF
E01001517,ENF
E01001518,ENF
E01001512,ENF
E01001525,ENF
E01001522,ENF
E01001523,ENF
E01001526,ENF
E01001524,ENF
E01001520,ENF
E01001521,ENF
E01001519,ENF
E01001528,ENF
E01001527,ENF
E01001529,ENF
E01001530,ENF
E01001531,ENF
E01001532,ENF
E01001533,ENF
E01001534,ENF
E01001535,ENF
E01001538,ENF
E01001537,ENF
E01001539,ENF
E01001540,ENF
E01001541,ENF
E01001536,ENF
E01001542,ENF
E01001543,ENF
E01001544,ENF
E01001545,ENF
E01001548,ENF
E01001547,ENF
E01001549,ENF
E01001550,ENF
E01001551,ENF
E01001552,ENF
E01001546,ENF
E01001556,ENF
